Product_ID,Product_Category,Year,H1_Revenue,H2_Revenue,Yearly_Revenue,H1_Quantity,H2_Quantity,Yearly_Quantity,H1_Revenue_Percentage,H2_Revenue_Percentage
P00352242,Grocery,2017,139.05,113.30,252.35,27,22,49,55.10,44.90
P00361042,Toys,2017,125.61,125.61,251.22,3,3,6,50.00,50.00
P00207842,Furniture,2017,62.73,188.19,250.92,1,3,4,25.00,75.00
P00067442,Toys,2017,249.76,0.00,249.76,4,0,4,100.00,0.00
P00196242,Home & Kitchen,2017,163.20,86.40,249.60,17,9,26,65.38,34.62
P00132542,Toys,2017,166.32,83.16,249.48,6,3,9,66.67,33.33
P00092242,Health & Beauty,2017,27.70,221.60,249.30,1,8,9,11.11,88.89
P00199942,"Arts, Crafts & Sewing",2017,142.20,106.65,248.85,4,3,7,57.14,42.86
P00032742,Toys,2017,248.84,0.00,248.84,4,0,4,100.00,0.00
P00245842,Health & Beauty,2017,165.60,82.80,248.40,6,3,9,66.67,33.33
P00103442,Patio & Garden,2017,143.66,104.48,248.14,11,8,19,57.89,42.11
P00073042,Toys,2017,99.14,148.71,247.85,2,3,5,40.00,60.00
P00301242,Health & Beauty,2017,49.32,197.28,246.60,2,8,10,20.00,80.00
P00308842,Health & Beauty,2017,0.00,245.88,245.88,0,4,4,0.00,100.00
P00149942,Health & Beauty,2017,140.44,105.33,245.77,4,3,7,57.14,42.86
P00298042,Health & Beauty,2017,122.88,122.88,245.76,8,8,16,50.00,50.00
P00026342,Toys,2017,147.30,98.20,245.50,3,2,5,60.00,40.00
P00121542,Toys,2017,113.04,131.88,244.92,12,14,26,46.15,53.85
P00321842,Toys,2017,243.95,0.00,243.95,5,0,5,100.00,0.00
P00291742,Health & Beauty,2017,0.00,243.25,243.25,0,7,7,0.00,100.00
P00345542,Health & Beauty,2017,242.80,0.00,242.80,8,0,8,100.00,0.00
P00205742,Health & Beauty,2017,121.02,121.02,242.04,2,2,4,50.00,50.00
P00246242,Office & School Supplies,2017,80.45,160.90,241.35,5,10,15,33.33,66.67
P00329742,Household Essentials,2017,131.64,109.70,241.34,12,10,22,54.55,45.45
P00039342,Toys,2017,0.00,240.96,240.96,0,4,4,0.00,100.00
P00124142,Patio & Garden,2017,171.25,68.50,239.75,5,2,7,71.43,28.57
P00093642,Household Essentials,2017,143.55,95.70,239.25,33,22,55,60.00,40.00
P00362942,Health & Beauty,2017,238.41,0.00,238.41,3,0,3,100.00,0.00
P00240942,Toys,2017,136.00,102.00,238.00,4,3,7,57.14,42.86
P00312242,Health & Beauty,2017,59.43,178.29,237.72,1,3,4,25.00,75.00
P00360942,Toys,2017,237.63,0.00,237.63,3,0,3,100.00,0.00
P00091542,Health & Beauty,2017,0.00,236.64,236.64,0,3,3,0.00,100.00
P00011042,Toys,2017,101.37,135.16,236.53,3,4,7,42.86,57.14
P00134242,Household Essentials,2017,0.00,236.50,236.50,0,11,11,0.00,100.00
P00301842,Health & Beauty,2017,100.98,134.64,235.62,3,4,7,42.86,57.14
P00142842,Electronics,2017,67.02,167.55,234.57,2,5,7,28.57,71.43
P00329942,Health & Beauty,2017,46.91,187.64,234.55,1,4,5,20.00,80.00
P00356242,Health & Beauty,2017,233.80,0.00,233.80,4,0,4,100.00,0.00
P00309542,Health & Beauty,2017,174.15,58.05,232.20,9,3,12,75.00,25.00
P00011942,Toys,2017,193.50,38.70,232.20,10,2,12,83.33,16.67
P00174342,Toys,2017,0.00,232.12,232.12,0,4,4,0.00,100.00
P00324242,Office & School Supplies,2017,231.96,0.00,231.96,3,0,3,100.00,0.00
P00037542,Grocery,2017,0.00,230.48,230.48,0,4,4,0.00,100.00
P00259642,Home & Kitchen,2017,230.28,0.00,230.28,6,0,6,100.00,0.00
P00362242,Toys,2017,230.10,0.00,230.10,3,0,3,100.00,0.00
P00061742,Health & Beauty,2017,201.32,28.76,230.08,7,1,8,87.50,12.50
P00324142,Health & Beauty,2017,45.98,183.92,229.90,2,8,10,20.00,80.00
P00281142,Patio & Garden,2017,57.33,171.99,229.32,7,21,28,25.00,75.00
P00036042,Toys,2017,70.52,158.67,229.19,4,9,13,30.77,69.23
P00007942,Toys,2017,160.30,68.70,229.00,7,3,10,70.00,30.00
P00012042,Toys,2017,0.00,228.78,228.78,0,3,3,0.00,100.00
P00283742,Toys,2017,228.09,0.00,228.09,3,0,3,100.00,0.00
P00152642,Household Essentials,2017,0.00,228.06,228.06,0,3,3,0.00,100.00
P00292942,Health & Beauty,2017,56.94,170.82,227.76,2,6,8,25.00,75.00
P00301742,Health & Beauty,2017,113.72,113.72,227.44,2,2,4,50.00,50.00
P00029642,Health & Beauty,2017,151.54,75.77,227.31,2,1,3,66.67,33.33
P00218142,Grocery,2017,100.32,126.72,227.04,19,24,43,44.19,55.81
P0099942,Health & Beauty,2017,113.16,113.16,226.32,3,3,6,50.00,50.00
P00051342,Toys,2017,226.20,0.00,226.20,3,0,3,100.00,0.00
P00023842,Home & Kitchen,2017,0.00,226.14,226.14,0,3,3,0.00,100.00
P00063242,Furniture,2017,0.00,225.60,225.60,0,3,3,0.00,100.00
P00164742,Clothing,2017,90.20,135.30,225.50,2,3,5,40.00,60.00
P00007042,Grocery,2017,184.41,40.98,225.39,9,2,11,81.82,18.18
P00223342,Household Essentials,2017,112.62,112.62,225.24,3,3,6,50.00,50.00
P00309742,Health & Beauty,2017,0.00,224.55,224.55,0,3,3,0.00,100.00
P00148942,Toys,2017,134.28,89.52,223.80,9,6,15,60.00,40.00
P00057042,Health & Beauty,2017,111.60,111.60,223.20,3,3,6,50.00,50.00
P00308142,Health & Beauty,2017,0.00,223.16,223.16,0,4,4,0.00,100.00
P00024442,Clothing,2017,148.64,74.32,222.96,4,2,6,66.67,33.33
P00202042,Toys,2017,0.00,222.20,222.20,0,5,5,0.00,100.00
P0093742,Household Essentials,2017,0.00,221.72,221.72,0,4,4,0.00,100.00
P00061942,Appliances,2017,73.74,147.48,221.22,1,2,3,33.33,66.67
P00086742,Health & Beauty,2017,160.80,60.30,221.10,8,3,11,72.73,27.27
P00319942,Grocery,2017,110.40,110.40,220.80,16,16,32,50.00,50.00
P00050142,Health & Beauty,2017,139.50,80.91,220.41,50,29,79,63.29,36.71
P00131842,Baby,2017,0.00,220.20,220.20,0,3,3,0.00,100.00
P00046342,Health & Beauty,2017,54.88,164.64,219.52,2,6,8,25.00,75.00
P00207142,Grocery,2017,218.88,0.00,218.88,3,0,3,100.00,0.00
P00340442,"Books, Movies & Music",2017,72.90,145.80,218.70,1,2,3,33.33,66.67
P00276242,Toys,2017,72.85,145.70,218.55,1,2,3,33.33,66.67
P00194942,Baby,2017,218.43,0.00,218.43,3,0,3,100.00,0.00
P00146642,Toys,2017,108.88,108.88,217.76,4,4,8,50.00,50.00
P00008842,Grocery,2017,116.82,100.89,217.71,22,19,41,53.66,46.34
P00206742,Patio & Garden,2017,174.16,43.54,217.70,4,1,5,80.00,20.00
P00043642,Health & Beauty,2017,98.70,118.44,217.14,5,6,11,45.45,54.55
P00037942,Toys,2017,54.12,162.36,216.48,2,6,8,25.00,75.00
P00030142,Toys,2017,138.51,76.95,215.46,9,5,14,64.29,35.71
P00129742,Health & Beauty,2017,126.50,88.00,214.50,23,16,39,58.97,41.03
P00144742,Appliances,2017,213.60,0.00,213.60,4,0,4,100.00,0.00
P00211642,Grocery,2017,0.00,213.42,213.42,0,3,3,0.00,100.00
P00339642,Toys,2017,0.00,213.27,213.27,0,3,3,0.00,100.00
P00159242,Grocery,2017,17.75,195.25,213.00,1,11,12,8.33,91.67
P00055342,Health & Beauty,2017,212.76,0.00,212.76,3,0,3,100.00,0.00
P00267242,Patio & Garden,2017,170.08,42.52,212.60,4,1,5,80.00,20.00
P00360442,Toys,2017,159.36,53.12,212.48,3,1,4,75.00,25.00
P00165642,Grocery,2017,109.26,103.19,212.45,18,17,35,51.43,48.57
P00238942,Toys,2017,84.52,126.78,211.30,2,3,5,40.00,60.00
P00169042,Grocery,2017,0.00,209.92,209.92,0,8,8,0.00,100.00
P00079042,Patio & Garden,2017,139.92,69.96,209.88,2,1,3,66.67,33.33
P00059842,Health & Beauty,2017,116.30,93.04,209.34,10,8,18,55.56,44.44
P00347042,Toys,2017,41.82,167.28,209.10,1,4,5,20.00,80.00
P00238142,Health & Beauty,2017,104.36,104.36,208.72,2,2,4,50.00,50.00
P00112042,"Books, Movies & Music",2017,91.63,116.62,208.25,11,14,25,44.00,56.00
P00232242,Patio & Garden,2017,87.60,120.45,208.05,8,11,19,42.11,57.89
P00064742,Toys,2017,51.96,155.88,207.84,1,3,4,25.00,75.00
P00363942,Health & Beauty,2017,34.61,173.05,207.66,1,5,6,16.67,83.33
P00197542,Health & Beauty,2017,72.93,134.64,207.57,13,24,37,35.14,64.86
P00065642,Office & School Supplies,2017,161.28,46.08,207.36,7,2,9,77.78,22.22
P00090142,Toys,2017,206.40,0.00,206.40,6,0,6,100.00,0.00
P00243342,Patio & Garden,2017,51.54,154.62,206.16,3,9,12,25.00,75.00
P00050242,Toys,2017,131.07,74.53,205.60,51,29,80,63.75,36.25
P00327142,Toys,2017,87.96,117.28,205.24,12,16,28,42.86,57.14
P00367942,Health & Beauty,2017,76.95,128.25,205.20,3,5,8,37.50,62.50
P00369242,Patio & Garden,2017,102.56,102.56,205.12,2,2,4,50.00,50.00
P00017142,Health & Beauty,2017,111.84,93.20,205.04,24,20,44,54.55,45.45
P00257942,Patio & Garden,2017,0.00,204.69,204.69,0,3,3,0.00,100.00
P00181442,Patio & Garden,2017,51.17,153.51,204.68,1,3,4,25.00,75.00
P00239142,Health & Beauty,2017,125.92,78.70,204.62,8,5,13,61.54,38.46
P00325642,Patio & Garden,2017,34.01,170.05,204.06,1,5,6,16.67,83.33
P00366942,Toys,2017,124.04,79.74,203.78,14,9,23,60.87,39.13
P00364942,Toys,2017,135.78,67.89,203.67,2,1,3,66.67,33.33
P00151942,Patio & Garden,2017,61.08,142.52,203.60,3,7,10,30.00,70.00
P00084142,Health & Beauty,2017,141.25,62.15,203.40,25,11,36,69.44,30.56
P00089942,Toys,2017,0.00,203.39,203.39,0,11,11,0.00,100.00
P00311942,Electronics,2017,203.16,0.00,203.16,3,0,3,100.00,0.00
P00353242,Health & Beauty,2017,135.28,67.64,202.92,4,2,6,66.67,33.33
P00021042,Toys,2017,151.95,50.65,202.60,15,5,20,75.00,25.00
P00292742,Baby,2017,109.20,92.40,201.60,13,11,24,54.17,45.83
P00212642,Health & Beauty,2017,201.24,0.00,201.24,4,0,4,100.00,0.00
P00171042,"Arts, Crafts & Sewing",2017,150.72,50.24,200.96,3,1,4,75.00,25.00
P00353142,Health & Beauty,2017,96.74,103.65,200.39,14,15,29,48.28,51.72
P00104642,Toys,2017,66.73,133.46,200.19,1,2,3,33.33,66.67
P00333642,Patio & Garden,2017,0.00,200.05,200.05,0,5,5,0.00,100.00
P00333742,Patio & Garden,2017,0.00,198.64,198.64,0,4,4,0.00,100.00
P00069942,Household Essentials,2017,197.80,0.00,197.80,4,0,4,100.00,0.00
P00291942,Toys,2017,84.33,112.44,196.77,9,12,21,42.86,57.14
P00241042,Toys,2017,90.09,106.47,196.56,11,13,24,45.83,54.17
P00117742,Toys,2017,88.73,107.41,196.14,19,23,42,45.24,54.76
P00179842,Patio & Garden,2017,98.00,98.00,196.00,14,14,28,50.00,50.00
P00359942,Patio & Garden,2017,195.27,0.00,195.27,3,0,3,100.00,0.00
P00343242,Electronics,2017,0.00,195.06,195.06,0,3,3,0.00,100.00
P00333842,Patio & Garden,2017,0.00,194.40,194.40,0,4,4,0.00,100.00
P00173142,Grocery,2017,38.84,155.36,194.20,1,4,5,20.00,80.00
P00013242,Baby,2017,77.56,116.34,193.90,2,3,5,40.00,60.00
P00138042,Grocery,2017,115.62,77.08,192.70,3,2,5,60.00,40.00
P00077142,Toys,2017,0.00,192.60,192.60,0,3,3,0.00,100.00
P00005342,Clothing,2017,76.84,115.26,192.10,2,3,5,40.00,60.00
P00328642,Toys,2017,47.97,143.91,191.88,3,9,12,25.00,75.00
P00210742,"Arts, Crafts & Sewing",2017,0.00,191.52,191.52,0,3,3,0.00,100.00
P00027242,Health & Beauty,2017,76.58,114.87,191.45,2,3,5,40.00,60.00
P00347942,Toys,2017,99.88,90.80,190.68,11,10,21,52.38,47.62
P00303842,Health & Beauty,2017,83.30,107.10,190.40,35,45,80,43.75,56.25
P00317242,Toys,2017,0.00,190.05,190.05,0,7,7,0.00,100.00
P0098142,Toys,2017,82.88,106.56,189.44,7,9,16,43.75,56.25
P00048342,Health & Beauty,2017,105.20,84.16,189.36,5,4,9,55.56,44.44
P00043442,Health & Beauty,2017,188.79,0.00,188.79,3,0,3,100.00,0.00
P00304942,Household Essentials,2017,35.88,152.49,188.37,4,17,21,19.05,80.95
P00073242,Health & Beauty,2017,0.00,188.01,188.01,0,3,3,0.00,100.00
P00332542,Toys,2017,0.00,187.80,187.80,0,4,4,0.00,100.00
P00050042,Health & Beauty,2017,93.64,93.64,187.28,2,2,4,50.00,50.00
P00352342,Toys,2017,112.29,74.86,187.15,3,2,5,60.00,40.00
P00125742,Toys,2017,95.94,90.61,186.55,18,17,35,51.43,48.57
P00064442,Pharmacy & OTC,2017,0.00,185.35,185.35,0,5,5,0.00,100.00
P00315242,Health & Beauty,2017,185.16,0.00,185.16,3,0,3,100.00,0.00
P00174942,"Books, Movies & Music",2017,61.60,123.20,184.80,2,4,6,33.33,66.67
P00077442,Toys,2017,0.00,183.72,183.72,0,4,4,0.00,100.00
P00321142,Grocery,2017,45.92,137.76,183.68,2,6,8,25.00,75.00
P00315542,Health & Beauty,2017,76.30,106.82,183.12,10,14,24,41.67,58.33
P00361942,Grocery,2017,156.90,26.15,183.05,30,5,35,85.71,14.29
P00159642,Appliances,2017,0.00,182.88,182.88,0,4,4,0.00,100.00
P00349742,Toys,2017,121.88,60.94,182.82,2,1,3,66.67,33.33
P00147442,Grocery,2017,121.52,60.76,182.28,8,4,12,66.67,33.33
P00062942,Health & Beauty,2017,121.50,60.75,182.25,2,1,3,66.67,33.33
P00135642,Toys,2017,121.48,60.74,182.22,4,2,6,66.67,33.33
P00121942,Toys,2017,90.69,90.69,181.38,3,3,6,50.00,50.00
P00068942,Health & Beauty,2017,107.75,73.27,181.02,25,17,42,59.52,40.48
P00030442,Health & Beauty,2017,64.45,116.01,180.46,5,9,14,35.71,64.29
P00151842,Clothing,2017,39.20,141.12,180.32,5,18,23,21.74,78.26
P00236442,Home & Kitchen,2017,0.00,180.12,180.12,0,4,4,0.00,100.00
P00317342,Toys,2017,179.19,0.00,179.19,9,0,9,100.00,0.00
P00340042,Health & Beauty,2017,89.44,89.44,178.88,2,2,4,50.00,50.00
P00089742,Toys,2017,48.72,129.92,178.64,3,8,11,27.27,72.73
P00009642,Grocery,2017,0.00,178.47,178.47,0,3,3,0.00,100.00
P00070242,Health & Beauty,2017,110.80,66.48,177.28,10,6,16,62.50,37.50
P00228542,Electronics,2017,117.92,58.96,176.88,4,2,6,66.67,33.33
P00133942,Health & Beauty,2017,0.00,176.32,176.32,0,4,4,0.00,100.00
P00135342,Health & Beauty,2017,98.90,77.40,176.30,23,18,41,56.10,43.90
P00220642,Toys,2017,60.50,115.50,176.00,22,42,64,34.38,65.63
P00324042,Patio & Garden,2017,0.00,175.95,175.95,0,3,3,0.00,100.00
P00090342,Pets,2017,127.44,47.79,175.23,8,3,11,72.73,27.27
P00153942,Household Essentials,2017,0.00,174.54,174.54,0,3,3,0.00,100.00
P00323242,Office & School Supplies,2017,173.91,0.00,173.91,3,0,3,100.00,0.00
P00078442,Toys,2017,144.90,28.98,173.88,15,3,18,83.33,16.67
P00076042,Toys,2017,67.62,105.84,173.46,23,36,59,38.98,61.02
P00153042,Appliances,2017,104.04,69.36,173.40,3,2,5,60.00,40.00
P00334442,Toys,2017,0.00,172.83,172.83,0,3,3,0.00,100.00
P00359542,Patio & Garden,2017,26.42,145.31,171.73,2,11,13,15.38,84.62
P00167842,Health & Beauty,2017,0.00,171.54,171.54,0,3,3,0.00,100.00
P00222742,Toys,2017,24.47,146.82,171.29,1,6,7,14.29,85.71
P00328942,Health & Beauty,2017,101.92,69.16,171.08,28,19,47,59.57,40.43
P00175442,Toys,2017,170.52,0.00,170.52,3,0,3,100.00,0.00
P00185242,Clothing,2017,68.08,102.12,170.20,2,3,5,40.00,60.00
P00165142,Health & Beauty,2017,76.95,92.34,169.29,5,6,11,45.45,54.55
P00192342,Electronics,2017,42.17,126.51,168.68,1,3,4,25.00,75.00
P00260942,Baby,2017,0.00,168.56,168.56,0,4,4,0.00,100.00
P00168042,Toys,2017,47.76,119.40,167.16,2,5,7,28.57,71.43
P00320942,Grocery,2017,89.54,77.33,166.87,22,19,41,53.66,46.34
P00310442,Toys,2017,95.12,71.34,166.46,4,3,7,57.14,42.86
P00165042,Electronics,2017,165.76,0.00,165.76,4,0,4,100.00,0.00
P00089042,Furniture,2017,95.99,69.51,165.50,29,21,50,58.00,42.00
P00145142,Health & Beauty,2017,165.24,0.00,165.24,3,0,3,100.00,0.00
P00029342,Toys,2017,47.16,117.90,165.06,2,5,7,28.57,71.43
P00137942,Health & Beauty,2017,164.70,0.00,164.70,5,0,5,100.00,0.00
P00239942,Health & Beauty,2017,0.00,164.64,164.64,0,4,4,0.00,100.00
P00091342,Toys,2017,87.03,77.36,164.39,9,8,17,52.94,47.06
P00087942,Health & Beauty,2017,164.13,0.00,164.13,3,0,3,100.00,0.00
P00137742,Health & Beauty,2017,40.98,122.94,163.92,1,3,4,25.00,75.00
P00238242,Office & School Supplies,2017,0.00,163.32,163.32,0,3,3,0.00,100.00
P00301042,Health & Beauty,2017,162.78,0.00,162.78,6,0,6,100.00,0.00
P00045042,Household Essentials,2017,0.00,162.68,162.68,0,7,7,0.00,100.00
P00210242,Toys,2017,92.92,69.69,162.61,4,3,7,57.14,42.86
P00202442,Health & Beauty,2017,107.22,53.61,160.83,2,1,3,66.67,33.33
P00023442,"Arts, Crafts & Sewing",2017,160.75,0.00,160.75,5,0,5,100.00,0.00
P00055042,Toys,2017,160.36,0.00,160.36,4,0,4,100.00,0.00
P00318542,Toys,2017,63.78,95.67,159.45,2,3,5,40.00,60.00
P00316342,Health & Beauty,2017,39.55,118.65,158.20,1,3,4,25.00,75.00
P00036142,Health & Beauty,2017,80.40,77.72,158.12,30,29,59,50.85,49.15
P00051742,Toys,2017,158.10,0.00,158.10,2,0,2,100.00,0.00
P00027742,Household Essentials,2017,157.72,0.00,157.72,2,0,2,100.00,0.00
P00208442,Grocery,2017,105.10,52.55,157.65,10,5,15,66.67,33.33
P00202842,Household Essentials,2017,78.70,78.70,157.40,1,1,2,50.00,50.00
P00320242,Grocery,2017,78.64,78.64,157.28,4,4,8,50.00,50.00
P00056242,Clothing,2017,92.80,63.80,156.60,16,11,27,59.26,40.74
P00300442,Toys,2017,104.28,52.14,156.42,4,2,6,66.67,33.33
P00337442,Health & Beauty,2017,100.53,55.85,156.38,9,5,14,64.29,35.71
P00203042,"Arts, Crafts & Sewing",2017,156.36,0.00,156.36,3,0,3,100.00,0.00
P00345042,Health & Beauty,2017,78.10,78.10,156.20,2,2,4,50.00,50.00
P00180842,Patio & Garden,2017,89.20,66.90,156.10,8,6,14,57.14,42.86
P00026842,Health & Beauty,2017,0.00,156.06,156.06,0,2,2,0.00,100.00
P00314142,Toys,2017,31.21,124.84,156.05,1,4,5,20.00,80.00
P00068542,Toys,2017,51.98,103.96,155.94,2,4,6,33.33,66.67
P00029042,Health & Beauty,2017,93.54,62.36,155.90,3,2,5,60.00,40.00
P00361242,"Arts, Crafts & Sewing",2017,58.44,97.40,155.84,3,5,8,37.50,62.50
P00028342,"Arts, Crafts & Sewing",2017,108.43,46.47,154.90,7,3,10,70.00,30.00
P00328342,Health & Beauty,2017,60.83,94.01,154.84,11,17,28,39.29,60.71
P00275342,Household Essentials,2017,30.96,123.84,154.80,1,4,5,20.00,80.00
P00247342,Toys,2017,0.00,154.71,154.71,0,3,3,0.00,100.00
P00365742,Toys,2017,154.58,0.00,154.58,2,0,2,100.00,0.00
P0098542,Toys,2017,107.94,46.26,154.20,14,6,20,70.00,30.00
P00310942,Household Essentials,2017,76.94,76.94,153.88,2,2,4,50.00,50.00
P00314642,Office & School Supplies,2017,153.72,0.00,153.72,9,0,9,100.00,0.00
P00081742,Household Essentials,2017,153.38,0.00,153.38,2,0,2,100.00,0.00
P00107142,Household Essentials,2017,0.00,153.24,153.24,0,2,2,0.00,100.00
P00330542,Health & Beauty,2017,114.87,38.29,153.16,3,1,4,75.00,25.00
P00011742,Toys,2017,152.85,0.00,152.85,3,0,3,100.00,0.00
P00353542,Health & Beauty,2017,91.62,61.08,152.70,3,2,5,60.00,40.00
P00106342,Toys,2017,152.19,0.00,152.19,3,0,3,100.00,0.00
P00081842,Toys,2017,76.05,76.05,152.10,5,5,10,50.00,50.00
P00193142,Health & Beauty,2017,74.00,77.70,151.70,20,21,41,48.78,51.22
P00341842,Office & School Supplies,2017,30.25,121.00,151.25,1,4,5,20.00,80.00
P00042042,Health & Beauty,2017,107.60,43.04,150.64,5,2,7,71.43,28.57
P00170242,Electronics,2017,37.58,112.74,150.32,1,3,4,25.00,75.00
P00369342,Patio & Garden,2017,100.20,50.10,150.30,4,2,6,66.67,33.33
P00316042,Electronics,2017,74.39,74.39,148.78,1,1,2,50.00,50.00
P00026242,Toys,2017,105.35,42.14,147.49,5,2,7,71.43,28.57
P00300642,Health & Beauty,2017,18.43,129.01,147.44,1,7,8,12.50,87.50
P00132942,Grocery,2017,100.13,47.12,147.25,17,8,25,68.00,32.00
P00200942,Home & Kitchen,2017,73.50,73.50,147.00,2,2,4,50.00,50.00
P00167142,Toys,2017,146.58,0.00,146.58,2,0,2,100.00,0.00
P00015142,Health & Beauty,2017,146.56,0.00,146.56,4,0,4,100.00,0.00
P00038742,Patio & Garden,2017,145.22,0.00,145.22,2,0,2,100.00,0.00
P00300242,Toys,2017,103.70,41.48,145.18,5,2,7,71.43,28.57
P00250042,Toys,2017,0.00,145.08,145.08,0,6,6,0.00,100.00
P00079342,Toys,2017,0.00,144.96,144.96,0,2,2,0.00,100.00
P00147242,Health & Beauty,2017,144.32,0.00,144.32,4,0,4,100.00,0.00
P00079842,Household Essentials,2017,0.00,143.88,143.88,0,2,2,0.00,100.00
P00312442,Patio & Garden,2017,143.76,0.00,143.76,2,0,2,100.00,0.00
P00080942,Health & Beauty,2017,142.88,0.00,142.88,2,0,2,100.00,0.00
P00068842,Health & Beauty,2017,0.00,142.53,142.53,0,3,3,0.00,100.00
P00255642,Toys,2017,142.38,0.00,142.38,2,0,2,100.00,0.00
P00090042,Household Essentials,2017,0.00,142.20,142.20,0,2,2,0.00,100.00
P00055842,Toys,2017,35.55,106.65,142.20,1,3,4,25.00,75.00
P00186042,Clothing,2017,85.08,56.72,141.80,12,8,20,60.00,40.00
P00287742,Toys,2017,105.66,35.22,140.88,3,1,4,75.00,25.00
P00255242,Grocery,2017,35.14,105.42,140.56,1,3,4,25.00,75.00
P00145542,Health & Beauty,2017,0.00,139.89,139.89,0,3,3,0.00,100.00
P00054142,"Arts, Crafts & Sewing",2017,27.91,111.64,139.55,1,4,5,20.00,80.00
P00228342,Grocery,2017,49.20,90.20,139.40,12,22,34,35.29,64.71
P00296942,Toys,2017,81.20,58.00,139.20,35,25,60,58.33,41.67
P00066042,Toys,2017,27.84,111.36,139.20,1,4,5,20.00,80.00
P00167042,Electronics,2017,0.00,139.18,139.18,0,2,2,0.00,100.00
P00008942,Toys,2017,138.28,0.00,138.28,2,0,2,100.00,0.00
P00272442,Toys,2017,0.00,138.24,138.24,0,2,2,0.00,100.00
P00227342,Patio & Garden,2017,125.30,12.53,137.83,10,1,11,90.91,9.09
P00254942,"Arts, Crafts & Sewing",2017,68.52,68.52,137.04,4,4,8,50.00,50.00
P00280942,Patio & Garden,2017,68.40,68.40,136.80,5,5,10,50.00,50.00
P00038042,Toys,2017,136.78,0.00,136.78,2,0,2,100.00,0.00
P00352442,Grocery,2017,64.32,72.36,136.68,16,18,34,47.06,52.94
P00338342,Health & Beauty,2017,68.34,68.34,136.68,3,3,6,50.00,50.00
P00031542,Health & Beauty,2017,45.50,91.00,136.50,2,4,6,33.33,66.67
P00223842,Electronics,2017,91.00,45.50,136.50,14,7,21,66.67,33.33
P00161142,Patio & Garden,2017,136.38,0.00,136.38,2,0,2,100.00,0.00
P00349142,Patio & Garden,2017,116.88,19.48,136.36,12,2,14,85.71,14.29
P00264542,Electronics,2017,95.06,40.74,135.80,14,6,20,70.00,30.00
P00139242,Toys,2017,135.72,0.00,135.72,2,0,2,100.00,0.00
P00287942,Toys,2017,21.64,113.61,135.25,4,21,25,16.00,84.00
P00307842,Baby,2017,0.00,135.21,135.21,0,3,3,0.00,100.00
P00204142,"Arts, Crafts & Sewing",2017,67.53,67.53,135.06,3,3,6,50.00,50.00
P00086542,Electronics,2017,134.80,0.00,134.80,4,0,4,100.00,0.00
P00308442,Health & Beauty,2017,33.62,100.86,134.48,1,3,4,25.00,75.00
P00019642,Toys,2017,29.84,104.44,134.28,2,7,9,22.22,77.78
P00365842,Toys,2017,53.48,80.22,133.70,4,6,10,40.00,60.00
P00103742,Grocery,2017,133.44,0.00,133.44,3,0,3,100.00,0.00
P00101642,Pets,2017,133.41,0.00,133.41,3,0,3,100.00,0.00
P00294642,Toys,2017,133.05,0.00,133.05,3,0,3,100.00,0.00
P00187542,Health & Beauty,2017,66.20,66.20,132.40,2,2,4,50.00,50.00
P00104142,Toys,2017,0.00,132.10,132.10,0,2,2,0.00,100.00
P00312542,Toys,2017,0.00,132.06,132.06,0,3,3,0.00,100.00
P00224242,Toys,2017,71.88,59.90,131.78,6,5,11,54.55,45.45
P0098842,"Arts, Crafts & Sewing",2017,43.58,87.16,130.74,1,2,3,33.33,66.67
P00328242,Toys,2017,97.95,32.65,130.60,3,1,4,75.00,25.00
P00237742,Toys,2017,43.48,86.96,130.44,2,4,6,33.33,66.67
P00216442,Health & Beauty,2017,68.56,59.99,128.55,8,7,15,53.33,46.67
P00344942,Health & Beauty,2017,55.80,72.54,128.34,10,13,23,43.48,56.52
P00169342,Toys,2017,0.00,127.80,127.80,0,4,4,0.00,100.00
P00134442,Pharmacy & OTC,2017,0.00,127.72,127.72,0,2,2,0.00,100.00
P00044942,Grocery,2017,42.55,85.10,127.65,1,2,3,33.33,66.67
P0099642,Toys,2017,106.30,21.26,127.56,5,1,6,83.33,16.67
P00008342,Health & Beauty,2017,0.00,126.93,126.93,0,3,3,0.00,100.00
P00143942,Health & Beauty,2017,126.81,0.00,126.81,3,0,3,100.00,0.00
P00136142,Household Essentials,2017,54.30,72.40,126.70,3,4,7,42.86,57.14
P00336342,Pets,2017,50.38,75.57,125.95,2,3,5,40.00,60.00
P00361742,Health & Beauty,2017,125.20,0.00,125.20,2,0,2,100.00,0.00
P00220842,Clothing,2017,112.50,12.50,125.00,9,1,10,90.00,10.00
P00144442,Health & Beauty,2017,124.92,0.00,124.92,4,0,4,100.00,0.00
P00235142,Health & Beauty,2017,124.83,0.00,124.83,3,0,3,100.00,0.00
P00092842,Grocery,2017,41.52,83.04,124.56,2,4,6,33.33,66.67
P00031242,Automotive,2017,124.44,0.00,124.44,3,0,3,100.00,0.00
P00354842,Toys,2017,56.55,67.86,124.41,5,6,11,45.45,54.55
P00163642,Toys,2017,0.00,124.08,124.08,0,2,2,0.00,100.00
P00214042,Household Essentials,2017,61.81,61.81,123.62,1,1,2,50.00,50.00
P00169542,Health & Beauty,2017,123.42,0.00,123.42,2,0,2,100.00,0.00
P00254842,Health & Beauty,2017,54.12,68.88,123.00,11,14,25,44.00,56.00
P00240642,Toys,2017,55.90,67.08,122.98,5,6,11,45.45,54.55
